20190111 150000;1.13759;1.14104;1.13511;1.13803;6353
20190111 160000;1.13805;1.14076;1.13687;1.13779;7516
20190111 170000;1.13780;1.13874;1.13591;1.13781;3742
20190111 180000;1.13824;1.13978;1.13730;1.13779;6659
20190111 190000;1.13756;1.14031;1.13567;1.13755;7026
20190111 200000;1.13760;1.13935;1.13665;1.13760;5502
20190111 210000;1.13727;1.13853;1.13568;1.13780;4308
20190111 220000;1.13725;1.13844;1.13653;1.13811;2355
20190111 230000;1.13812;1.13985;1.13683;1.13796;4543
20190114 000000;1.13818;1.13896;1.13729;1.13810;5023
20190114 010000;1.13800;1.13919;1.13719;1.13824;632
20190114 020000;1.13857;1.13968;1.13707;1.13839;4036
20190114 030000;1.13823;1.13924;1.13712;1.13833;3926
20190114 040000;1.13808;1.13881;1.13627;1.13836;2516
20190114 050000;1.13854;1.14054;1.13707;1.13827;5327
20190114 060000;1.13821;1.14018;1.13739;1.13837;3904
20190114 070000;1.13873;1.13966;1.13639;1.13859;1069
20190114 080000;1.13889;1.14162;1.13689;1.13851;7137
20190114 090000;1.13805;1.14079;1.13453;1.13854;9325
20190114 100000;1.13804;1.13975;1.13434;1.13876;5136
20190114 110000;1.13890;1.13979;1.13610;1.13892;7830
20190114 120000;1.13915;1.13990;1.13803;1.13877;2653
20190114 130000;1.13903;1.14160;1.13816;1.13925;3793
20190114 140000;1.13914;1.14622;1.13702;1.13934;5032
20190114 150000;1.13965;1.14304;1.13782;1.13929;8006
20190114 160000;1.13947;1.14131;1.13370;1.13919;4078
20190114 170000;1.13864;1.14177;1.13715;1.13929;2903
20190114 180000;1.13954;1.14175;1.13801;1.13938;1395
20190114 190000;1.13919;1.14048;1.13591;1.13901;2039
20190114 200000;1.13986;1.14054;1.13784;1.13881;7912
20190114 210000;1.13856;1.13915;1.13728;1.13853;7424
20190114 220000;1.13884;1.13957;1.13744;1.13852;1987
20190114 230000;1.13839;1.13979;1.13747;1.13851;2344
20190115 000000;1.13817;1.13911;1.13707;1.13841;8272
20190115 010000;1.13787;1.13926;1.13730;1.13822;6480
20190115 020000;1.13888;1.13991;1.13801;1.13834;5108
20190115 030000;1.13826;1.13891;1.13670;1.13848;8717
20190115 040000;1.13864;1.13897;1.13764;1.13861;2334
20190115 050000;1.13805;1.13876;1.13758;1.13854;4502
20190115 060000;1.13864;1.13982;1.13715;1.13849;3103
20190115 070000;1.13876;1.14100;1.13515;1.13845;6385
20190115 080000;1.13821;1.14027;1.13624;1.13835;1902
20190115 090000;1.13805;1.14231;1.13379;1.13792;7251
20190115 100000;1.13851;1.14443;1.13476;1.13771;5788
20190115 110000;1.13775;1.13994;1.13341;1.13794;3742
20190115 120000;1.13771;1.13865;1.13644;1.13790;932
20190115 130000;1.13847;1.14391;1.13378;1.13768;7549
20190115 140000;1.13784;1.14251;1.13533;1.13756;1048
20190115 150000;1.13733;1.13950;1.13256;1.13825;1201
20190115 160000;1.13778;1.14212;1.13661;1.13860;8989
20190115 170000;1.13881;1.14244;1.13464;1.13881;664
20190115 180000;1.13866;1.14022;1.13397;1.13873;3992
20190115 190000;1.13848;1.13992;1.13575;1.13838;6689
20190115 200000;1.13810;1.14067;1.13744;1.13832;3546
20190115 210000;1.13803;1.13870;1.13698;1.13820;1710
20190115 220000;1.13841;1.14032;1.13769;1.13820;1783
20190115 230000;1.13812;1.13905;1.13767;1.13824;8981
20190116 000000;1.13795;1.13880;1.13735;1.13808;5505
20190116 010000;1.13821;1.13993;1.13758;1.13817;1503
20190116 020000;1.13795;1.13939;1.13668;1.13810;5597
20190116 030000;1.13808;1.13898;1.13742;1.13803;7454
20190116 040000;1.13725;1.13893;1.13627;1.13789;4603
20190116 050000;1.13834;1.13972;1.13675;1.13781;3878
20190116 060000;1.13781;1.13880;1.13403;1.13777;8128
20190116 070000;1.13792;1.13929;1.13489;1.13767;6327
20190116 080000;1.13782;1.13950;1.13692;1.13756;1919
20190116 090000;1.13732;1.14017;1.13337;1.13740;7021
20190116 100000;1.13772;1.14065;1.13590;1.13798;4751
20190116 110000;1.13783;1.14239;1.13534;1.13784;3925
20190116 120000;1.13736;1.13909;1.13641;1.13786;4587
20190116 130000;1.13811;1.14034;1.12958;1.13781;4662
20190116 140000;1.13808;1.13960;1.13265;1.13657;3938
20190116 150000;1.13666;1.14036;1.13150;1.13785;1624
20190116 160000;1.13774;1.13974;1.13567;1.13777;4776
20190116 170000;1.13777;1.14057;1.13669;1.13754;2688
20190116 180000;1.13749;1.13937;1.13496;1.13774;4561
20190116 190000;1.13750;1.13939;1.13546;1.13796;1475
20190116 200000;1.13796;1.13947;1.13741;1.13780;8469
20190116 210000;1.13773;1.13871;1.13571;1.13762;1798
20190116 220000;1.13728;1.13823;1.13587;1.13744;7579
20190116 230000;1.13765;1.13980;1.13688;1.13742;9495
20190117 000000;1.13765;1.13835;1.13636;1.13738;1160
20190117 010000;1.13695;1.13949;1.13529;1.13742;874
20190117 020000;1.13682;1.13832;1.13617;1.13734;1020
20190117 030000;1.13733;1.13777;1.13682;1.13722;7772
20190117 040000;1.13704;1.13796;1.13603;1.13719;9122
20190117 050000;1.13706;1.13787;1.13633;1.13707;8293
20190117 060000;1.13711;1.13831;1.13448;1.13716;4604
20190117 070000;1.13682;1.13860;1.13589;1.13719;4736
20190117 080000;1.13719;1.13985;1.13628;1.13725;6836
20190117 090000;1.13677;1.13859;1.13473;1.13732;3928
20190117 100000;1.13763;1.14270;1.13428;1.13712;4778
20190117 110000;1.13722;1.14110;1.13197;1.13655;7919
20190117 120000;1.13647;1.13826;1.13552;1.13669;796
20190117 130000;1.13682;1.14064;1.12955;1.13710;2785
20190117 140000;1.13703;1.13933;1.13317;1.13675;1137
20190117 150000;1.13709;1.14239;1.13546;1.13707;5027
20190117 160000;1.13684;1.13849;1.13375;1.13706;4567
20190117 170000;1.13640;1.13850;1.13450;1.13697;2071
20190117 180000;1.13684;1.13774;1.13373;1.13692;5153
20190117 190000;1.13665;1.13900;1.13442;1.13670;6336
20190117 200000;1.13679;1.13783;1.13524;1.13664;2568
20190117 210000;1.13566;1.13749;1.13482;1.13661;660
20190117 220000;1.13653;1.13695;1.13571;1.13660;1128
20190117 230000;1.13665;1.13818;1.13533;1.13649;2367
20190118 000000;1.13620;1.13706;1.13571;1.13651;3161
20190118 010000;1.13679;1.13731;1.13485;1.13641;2729
20190118 020000;1.13610;1.13732;1.13558;1.13632;7605
20190118 030000;1.13592;1.13670;1.13479;1.13631;1162
20190118 040000;1.13607;1.13673;1.13440;1.13623;4696
20190118 050000;1.13624;1.13696;1.13464;1.13609;6879
20190118 060000;1.13578;1.13698;1.13368;1.13598;5285
20190118 070000;1.13608;1.13697;1.13474;1.13584;8771
20190118 080000;1.13619;1.13887;1.13395;1.13587;2127
20190118 090000;1.13620;1.14063;1.13115;1.13608;4290
20190118 100000;1.13629;1.13859;1.13356;1.13624;9341
20190118 110000;1.13674;1.14015;1.13504;1.13601;3968
20190118 120000;1.13588;1.13715;1.13493;1.13595;608
20190118 130000;1.13601;1.14107;1.13088;1.13605;9210
20190118 140000;1.13580;1.13795;1.13423;1.13538;8743
20190118 150000;1.13514;1.13788;1.13270;1.13575;7763
20190118 160000;1.13515;1.13832;1.12963;1.13609;475
20190118 170000;1.13614;1.13931;1.13447;1.13625;6822
20190118 180000;1.13610;1.13849;1.13105;1.13577;3294
20190118 190000;1.13533;1.13742;1.13331;1.13582;2808
20190118 200000;1.13552;1.13625;1.13371;1.13558;8855
20190118 210000;1.13583;1.13655;1.13531;1.13570;8460
20190118 220000;1.13632;1.13772;1.13508;1.13543;6278
20190118 230000;1.13562;1.13668;1.13459;1.13527;8045
20190121 000000;1.13544;1.13630;1.13369;1.13534;3574
20190121 010000;1.13556;1.13752;1.13448;1.13519;8515
20190121 020000;1.13515;1.13538;1.13446;1.13488;1869
20190121 030000;1.13464;1.13576;1.13308;1.13480;801
20190121 040000;1.13486;1.13563;1.13369;1.13491;2359
20190121 050000;1.13507;1.13621;1.13293;1.13481;7425
20190121 060000;1.13536;1.13902;1.13166;1.13464;1547
20190121 070000;1.13466;1.13658;1.13238;1.13473;6086
20190121 080000;1.13436;1.13635;1.13322;1.13478;3905
20190121 090000;1.13447;1.13732;1.13036;1.13520;7746
20190121 100000;1.13545;1.13899;1.13386;1.13546;2316
20190121 110000;1.13532;1.13917;1.13328;1.13534;4788
20190121 120000;1.13526;1.13655;1.13445;1.13525;4581
20190121 130000;1.13563;1.13900;1.13328;1.13568;3385
20190121 140000;1.13606;1.13822;1.13320;1.13537;6061
20190121 150000;1.13534;1.13815;1.13361;1.13491;8174
20190121 160000;1.13529;1.13867;1.13393;1.13506;8387
20190121 170000;1.13546;1.13668;1.13133;1.13490;3419
20190121 180000;1.13483;1.13791;1.13304;1.13461;2613
20190121 190000;1.13435;1.13707;1.13373;1.13477;8761
20190121 200000;1.13503;1.13580;1.13349;1.13491;8951
20190121 210000;1.13454;1.13542;1.13256;1.13478;6029
20190121 220000;1.13467;1.13515;1.13326;1.13475;7354
20190121 230000;1.13396;1.13504;1.13289;1.13472;2964
20190122 000000;1.13439;1.13582;1.13173;1.13472;6772
20190122 010000;1.13428;1.13568;1.13338;1.13469;7309
20190122 020000;1.13466;1.13495;1.13380;1.13453;1967
20190122 030000;1.13450;1.13530;1.13261;1.13457;5100
20190122 040000;1.13457;1.13503;1.13312;1.13456;4792
20190122 050000;1.13405;1.13613;1.13359;1.13461;5947
20190122 060000;1.13516;1.13734;1.13400;1.13476;5722
20190122 070000;1.13468;1.13572;1.13158;1.13493;8194
20190122 080000;1.13447;1.13645;1.13294;1.13501;1625
20190122 090000;1.13485;1.13691;1.13289;1.13420;8325
20190122 100000;1.13383;1.13820;1.13028;1.13394;6373
20190122 110000;1.13401;1.13576;1.13019;1.13403;4294
20190122 120000;1.13402;1.13500;1.13312;1.13419;3281
20190122 130000;1.13433;1.13607;1.12867;1.13382;3793
20190122 140000;1.13397;1.13666;1.13111;1.13358;3095
20190122 150000;1.13359;1.13868;1.12493;1.13436;5341
20190122 160000;1.13422;1.13851;1.13247;1.13366;1145
20190122 170000;1.13403;1.13606;1.13263;1.13365;1206
20190122 180000;1.13380;1.13628;1.13197;1.13359;4076
20190122 190000;1.13404;1.13497;1.13035;1.13359;4146
20190122 200000;1.13308;1.13474;1.13213;1.13362;2112
20190122 210000;1.13378;1.13449;1.13323;1.13378;2940
20190122 220000;1.13365;1.13439;1.13239;1.13395;9105
20190122 230000;1.13375;1.13528;1.13131;1.13437;9166
20190123 000000;1.13449;1.13594;1.13341;1.13459;1920
20190123 010000;1.13517;1.13732;1.13392;1.13458;2200
20190123 020000;1.13467;1.13524;1.13282;1.13460;5595
20190123 030000;1.13499;1.13585;1.13410;1.13471;4465
20190123 040000;1.13521;1.13670;1.13394;1.13501;3768
20190123 050000;1.13524;1.13596;1.13327;1.13494;6814
20190123 060000;1.13491;1.13643;1.13314;1.13497;1586
20190123 070000;1.13439;1.13574;1.13237;1.13489;7890
20190123 080000;1.13481;1.13722;1.13397;1.13508;6453
20190123 090000;1.13517;1.13739;1.13200;1.13461;1141
20190123 100000;1.13461;1.13935;1.13101;1.13463;1833
20190123 110000;1.13424;1.13535;1.12995;1.13420;6367
20190123 120000;1.13446;1.13591;1.13279;1.13424;2900
20190123 130000;1.13450;1.13732;1.13320;1.13456;2948
20190123 140000;1.13491;1.13727;1.13204;1.13438;8874
20190123 150000;1.13398;1.13908;1.13253;1.13427;7471
20190123 160000;1.13469;1.13960;1.13180;1.13458;7836
20190123 170000;1.13441;1.13670;1.12880;1.13452;6901
20190123 180000;1.13467;1.13872;1.13287;1.13460;3590
20190123 190000;1.13491;1.13798;1.13271;1.13451;511
20190123 200000;1.13442;1.13485;1.13271;1.13436;2889
20190123 210000;1.13435;1.13567;1.13307;1.13429;5364
20190123 220000;1.13445;1.13582;1.13367;1.13452;2365
20190123 230000;1.13477;1.13553;1.13267;1.13444;2365
20190124 000000;1.13435;1.13589;1.13360;1.13441;3942
20190124 010000;1.13497;1.13566;1.13384;1.13452;4625
20190124 020000;1.13489;1.13604;1.13399;1.13452;8805
20190124 030000;1.13440;1.13603;1.13394;1.13453;1014
20190124 040000;1.13429;1.13654;1.13382;1.13476;641
20190124 050000;1.13416;1.13513;1.13287;1.13480;423
20190124 060000;1.13423;1.13747;1.13315;1.13456;8647
20190124 070000;1.13462;1.13704;1.13237;1.13464;8343
20190124 080000;1.13441;1.13581;1.13196;1.13445;3385
20190124 090000;1.13495;1.13592;1.13255;1.13430;6266
20190124 100000;1.13436;1.13956;1.13267;1.13458;2314
20190124 110000;1.13437;1.13953;1.13262;1.13454;7833
20190124 120000;1.13428;1.13645;1.13242;1.13443;2824
20190124 130000;1.13519;1.13694;1.13189;1.13415;8400
20190124 140000;1.13415;1.13688;1.12990;1.13418;1447
20190124 150000;1.13496;1.13912;1.12926;1.13403;9159
20190124 160000;1.13397;1.13574;1.13059;1.13427;8845
20190124 170000;1.13430;1.13751;1.13184;1.13428;3806
20190124 180000;1.13414;1.13642;1.13188;1.13419;3158
20190124 190000;1.13406;1.13626;1.13349;1.13476;8206
20190124 200000;1.13528;1.13645;1.13427;1.13470;3354
20190124 210000;1.13426;1.13499;1.13334;1.13451;7783
20190124 220000;1.13401;1.13513;1.13309;1.13428;7741
20190124 230000;1.13436;1.13638;1.13287;1.13408;8675
20190125 000000;1.13413;1.13502;1.13314;1.13386;3784
20190125 010000;1.13408;1.13470;1.13176;1.13381;3643
20190125 020000;1.13353;1.13458;1.13170;1.13377;8858
20190125 030000;1.13396;1.13578;1.13278;1.13381;6698
20190125 040000;1.13378;1.13429;1.13265;1.13365;3719
20190125 050000;1.13374;1.13522;1.13090;1.13357;8689
20190125 060000;1.13391;1.13498;1.13074;1.13343;5689
20190125 070000;1.13367;1.13470;1.13150;1.13374;9040
20190125 080000;1.13361;1.13605;1.13241;1.13373;5153
20190125 090000;1.13352;1.13626;1.13224;1.13382;5063
20190125 100000;1.13339;1.13799;1.13199;1.13410;4829
20190125 110000;1.13440;1.13981;1.13239;1.13410;3833
20190125 120000;1.13434;1.13477;1.13349;1.13401;1930
20190125 130000;1.13417;1.13902;1.12917;1.13377;3874
20190125 140000;1.13370;1.13596;1.13054;1.13360;4841
20190125 150000;1.13352;1.14079;1.12860;1.13354;1209
20190125 160000;1.13325;1.13475;1.12932;1.13344;6387
20190125 170000;1.13340;1.13787;1.12841;1.13334;589
20190125 180000;1.13320;1.13563;1.13118;1.13369;3462
20190125 190000;1.13335;1.13478;1.13199;1.13337;3478
20190125 200000;1.13350;1.13448;1.13238;1.13309;6165
20190125 210000;1.13299;1.13396;1.13231;1.13312;2517
20190125 220000;1.13278;1.13441;1.13008;1.13327;2688
20190125 230000;1.13310;1.13398;1.13219;1.13321;1719
20190128 000000;1.13285;1.13427;1.13130;1.13328;3371
20190128 010000;1.13345;1.13509;1.13303;1.13344;6981
20190128 020000;1.13365;1.13521;1.13220;1.13337;2910
20190128 030000;1.13344;1.13458;1.13271;1.13335;8713
20190128 040000;1.13272;1.13394;1.13120;1.13320;8307
20190128 050000;1.13332;1.13514;1.13156;1.13309;1516
20190128 060000;1.13331;1.13479;1.13082;1.13298;8054
20190128 070000;1.13331;1.13668;1.13089;1.13311;4868
20190128 080000;1.13307;1.13469;1.13250;1.13337;4368
20190128 090000;1.13330;1.13750;1.13190;1.13352;6166
20190128 100000;1.13319;1.13539;1.12991;1.13320;5340
